e15,e16,e17,e18,e19,e20
19,8,4,1,0,0
20,8,4,1,0,0
21,8,4,1,0,0
22,8,4,1,0,0
23,8,4,1,0,0
24,8,4,1,0,0
25,8,4,1,0,0
26,8,4,1,0,0
27,8,4,1,0,0
28,8,4,1,0,0
29,8,4,1,0,0
30,8,4,1,0,0
31,8,4,1,0,0
18,9,4,1,0,0
19,9,4,1,0,0
20,9,4,1,0,0
21,9,4,1,0,0
22,9,4,1,0,0
23,9,4,1,0,0
24,9,4,1,0,0
25,9,4,1,0,0
26,9,4,1,0,0
27,9,4,1,0,0
28,9,4,1,0,0
29,9,4,1,0,0
30,9,4,1,0,0
31,9,4,1,0,0
32,9,4,1,0,0
20,10,4,1,0,0
21,10,4,1,0,0
22,10,4,1,0,0
23,10,4,1,0,0
24,10,4,1,0,0
25,10,4,1,0,0
26,10,4,1,0,0
27,10,4,1,0,0
28,10,4,1,0,0
29,10,4,1,0,0
30,10,4,1,0,0
31,10,4,1,0,0
32,10,4,1,0,0
22,11,4,1,0,0
23,11,4,1,0,0
24,11,4,1,0,0
25,11,4,1,0,0
26,11,4,1,0,0
27,11,4,1,0,0
28,11,4,1,0,0
29,11,4,1,0,0
30,11,4,1,0,0
31,11,4,1,0,0
32,11,4,1,0,0
24,12,4,1,0,0
25,12,4,1,0,0
26,12,4,1,0,0
27,12,4,1,0,0
28,12,4,1,0,0
29,12,4,1,0,0
30,12,4,1,0,0
31,12,4,1,0,0
32,12,4,1,0,0
26,13,4,1,0,0
27,13,4,1,0,0
28,13,4,1,0,0
29,13,4,1,0,0
30,13,4,1,0,0
31,13,4,1,0,0
28,14,4,1,0,0
29,14,4,1,0,0
30,14,4,1,0,0
31,14,4,1,0,0
30,15,4,1,0,0
31,15,4,1,0,0
20,10,5,1,0,0
21,10,5,1,0,0
22,10,5,1,0,0
23,10,5,1,0,0
24,10,5,1,0,0
25,10,5,1,0,0
26,10,5,1,0,0
27,10,5,1,0,0
28,10,5,1,0,0
29,10,5,1,0,0
30,10,5,1,0,0
31,10,5,1,0,0
22,11,5,1,0,0
23,11,5,1,0,0
24,11,5,1,0,0
25,11,5,1,0,0
26,11,5,1,0,0
27,11,5,1,0,0
28,11,5,1,0,0
29,11,5,1,0,0
30,11,5,1,0,0
31,11,5,1,0,0
24,12,5,1,0,0
25,12,5,1,0,0
26,12,5,1,0,0
27,12,5,1,0,0
28,12,5,1,0,0
29,12,5,1,0,0
30,12,5,1,0,0
31,12,5,1,0,0
26,13,5,1,0,0
27,13,5,1,0,0
28,13,5,1,0,0
29,13,5,1,0,0
30,13,5,1,0,0
31,13,5,1,0,0
28,14,5,1,0,0
29,14,5,1,0,0
30,14,5,1,0,0
31,14,5,1,0,0
30,15,5,1,0,0
31,15,5,1,0,0
24,12,6,1,0,0
25,12,6,1,0,0
26,12,6,1,0,0
27,12,6,1,0,0
28,12,6,1,0,0
29,12,6,1,0,0
30,12,6,1,0,0
31,12,6,1,0,0
26,13,6,1,0,0
27,13,6,1,0,0
28,13,6,1,0,0
29,13,6,1,0,0
30,13,6,1,0,0
31,13,6,1,0,0
28,14,6,1,0,0
29,14,6,1,0,0
30,14,6,1,0,0
31,14,6,1,0,0
30,15,6,1,0,0
31,15,6,1,0,0
28,14,7,1,0,0
29,14,7,1,0,0
30,14,7,1,0,0
31,14,7,1,0,0
30,15,7,1,0,0
31,15,7,1,0,0
16,8,4,2,0,0
17,8,4,2,0,0
18,8,4,2,0,0
19,8,4,2,0,0
20,8,4,2,0,0
21,8,4,2,0,0
22,8,4,2,0,0
23,8,4,2,0,0
24,8,4,2,0,0
25,8,4,2,0,0
26,8,4,2,0,0
27,8,4,2,0,0
28,8,4,2,0,0
29,8,4,2,0,0
30,8,4,2,0,0
31,8,4,2,0,0
18,9,4,2,0,0
19,9,4,2,0,0
20,9,4,2,0,0
21,9,4,2,0,0
22,9,4,2,0,0
23,9,4,2,0,0
24,9,4,2,0,0
25,9,4,2,0,0
26,9,4,2,0,0
27,9,4,2,0,0
28,9,4,2,0,0
29,9,4,2,0,0
30,9,4,2,0,0
31,9,4,2,0,0
20,10,4,2,0,0
21,10,4,2,0,0
22,10,4,2,0,0
23,10,4,2,0,0
24,10,4,2,0,0
25,10,4,2,0,0
26,10,4,2,0,0
27,10,4,2,0,0
28,10,4,2,0,0
29,10,4,2,0,0
30,10,4,2,0,0
31,10,4,2,0,0
22,11,4,2,0,0
23,11,4,2,0,0
24,11,4,2,0,0
25,11,4,2,0,0
26,11,4,2,0,0
27,11,4,2,0,0
28,11,4,2,0,0
29,11,4,2,0,0
30,11,4,2,0,0
31,11,4,2,0,0
24,12,4,2,0,0
25,12,4,2,0,0
26,12,4,2,0,0
27,12,4,2,0,0
28,12,4,2,0,0
29,12,4,2,0,0
30,12,4,2,0,0
31,12,4,2,0,0
26,13,4,2,0,0
27,13,4,2,0,0
28,13,4,2,0,0
29,13,4,2,0,0
30,13,4,2,0,0
31,13,4,2,0,0
28,14,4,2,0,0
29,14,4,2,0,0
30,14,4,2,0,0
31,14,4,2,0,0
30,15,4,2,0,0
31,15,4,2,0,0
20,10,5,2,0,0
21,10,5,2,0,0
22,10,5,2,0,0
23,10,5,2,0,0
24,10,5,2,0,0
25,10,5,2,0,0
26,10,5,2,0,0
27,10,5,2,0,0
28,10,5,2,0,0
29,10,5,2,0,0
30,10,5,2,0,0
31,10,5,2,0,0
22,11,5,2,0,0
23,11,5,2,0,0
24,11,5,2,0,0
25,11,5,2,0,0
26,11,5,2,0,0
27,11,5,2,0,0
28,11,5,2,0,0
29,11,5,2,0,0
30,11,5,2,0,0
31,11,5,2,0,0
24,12,5,2,0,0
25,12,5,2,0,0
26,12,5,2,0,0
27,12,5,2,0,0
28,12,5,2,0,0
29,12,5,2,0,0
30,12,5,2,0,0
31,12,5,2,0,0
26,13,5,2,0,0
27,13,5,2,0,0
28,13,5,2,0,0
29,13,5,2,0,0
30,13,5,2,0,0
31,13,5,2,0,0
28,14,5,2,0,0
29,14,5,2,0,0
30,14,5,2,0,0
31,14,5,2,0,0
30,15,5,2,0,0
31,15,5,2,0,0
24,12,6,2,0,0
25,12,6,2,0,0
26,12,6,2,0,0
27,12,6,2,0,0
28,12,6,2,0,0
29,12,6,2,0,0
30,12,6,2,0,0
31,12,6,2,0,0
26,13,6,2,0,0
27,13,6,2,0,0
28,13,6,2,0,0
29,13,6,2,0,0
30,13,6,2,0,0
31,13,6,2,0,0
28,14,6,2,0,0
29,14,6,2,0,0
30,14,6,2,0,0
31,14,6,2,0,0
30,15,6,2,0,0
31,15,6,2,0,0
28,14,7,2,0,0
29,14,7,2,0,0
30,14,7,2,0,0
31,14,7,2,0,0
30,15,7,2,0,0
31,15,7,2,0,0
24,12,6,3,0,0
25,12,6,3,0,0
26,12,6,3,0,0
27,12,6,3,0,0
28,12,6,3,0,0
29,12,6,3,0,0
30,12,6,3,0,0
31,12,6,3,0,0
26,13,6,3,0,0
27,13,6,3,0,0
28,13,6,3,0,0
29,13,6,3,0,0
30,13,6,3,0,0
31,13,6,3,0,0
28,14,6,3,0,0
29,14,6,3,0,0
30,14,6,3,0,0
31,14,6,3,0,0
30,15,6,3,0,0
31,15,6,3,0,0
28,14,7,3,0,0
29,14,7,3,0,0
30,14,7,3,0,0
31,14,7,3,0,0
30,15,7,3,0,0
31,15,7,3,0,0
16,8,4,2,1,0
17,8,4,2,1,0
18,8,4,2,1,0
19,8,4,2,1,0
20,8,4,2,1,0
21,8,4,2,1,0
22,8,4,2,1,0
23,8,4,2,1,0
24,8,4,2,1,0
25,8,4,2,1,0
26,8,4,2,1,0
27,8,4,2,1,0
28,8,4,2,1,0
29,8,4,2,1,0
30,8,4,2,1,0
31,8,4,2,1,0
18,9,4,2,1,0
19,9,4,2,1,0
20,9,4,2,1,0
21,9,4,2,1,0
22,9,4,2,1,0
23,9,4,2,1,0
24,9,4,2,1,0
25,9,4,2,1,0
26,9,4,2,1,0
27,9,4,2,1,0
28,9,4,2,1,0
29,9,4,2,1,0
30,9,4,2,1,0
31,9,4,2,1,0
20,10,4,2,1,0
21,10,4,2,1,0
22,10,4,2,1,0
23,10,4,2,1,0
24,10,4,2,1,0
25,10,4,2,1,0
26,10,4,2,1,0
27,10,4,2,1,0
28,10,4,2,1,0
29,10,4,2,1,0
30,10,4,2,1,0
31,10,4,2,1,0
22,11,4,2,1,0
23,11,4,2,1,0
24,11,4,2,1,0
25,11,4,2,1,0
26,11,4,2,1,0
27,11,4,2,1,0
28,11,4,2,1,0
29,11,4,2,1,0
30,11,4,2,1,0
31,11,4,2,1,0
24,12,4,2,1,0
25,12,4,2,1,0
26,12,4,2,1,0
27,12,4,2,1,0
28,12,4,2,1,0
29,12,4,2,1,0
30,12,4,2,1,0
31,12,4,2,1,0
26,13,4,2,1,0
27,13,4,2,1,0
28,13,4,2,1,0
29,13,4,2,1,0
30,13,4,2,1,0
31,13,4,2,1,0
28,14,4,2,1,0
29,14,4,2,1,0
30,14,4,2,1,0
31,14,4,2,1,0
30,15,4,2,1,0
31,15,4,2,1,0
20,10,5,2,1,0
21,10,5,2,1,0
22,10,5,2,1,0
23,10,5,2,1,0
24,10,5,2,1,0
25,10,5,2,1,0
26,10,5,2,1,0
27,10,5,2,1,0
28,10,5,2,1,0
29,10,5,2,1,0
30,10,5,2,1,0
31,10,5,2,1,0
22,11,5,2,1,0
23,11,5,2,1,0
24,11,5,2,1,0
25,11,5,2,1,0
26,11,5,2,1,0
27,11,5,2,1,0
28,11,5,2,1,0
29,11,5,2,1,0
30,11,5,2,1,0
31,11,5,2,1,0
24,12,5,2,1,0
25,12,5,2,1,0
26,12,5,2,1,0
27,12,5,2,1,0
28,12,5,2,1,0
29,12,5,2,1,0
30,12,5,2,1,0
31,12,5,2,1,0
26,13,5,2,1,0
27,13,5,2,1,0
28,13,5,2,1,0
29,13,5,2,1,0
30,13,5,2,1,0
31,13,5,2,1,0
28,14,5,2,1,0
29,14,5,2,1,0
30,14,5,2,1,0
31,14,5,2,1,0
30,15,5,2,1,0
31,15,5,2,1,0
24,12,6,2,1,0
25,12,6,2,1,0
26,12,6,2,1,0
27,12,6,2,1,0
28,12,6,2,1,0
29,12,6,2,1,0
30,12,6,2,1,0
31,12,6,2,1,0
26,13,6,2,1,0
27,13,6,2,1,0
28,13,6,2,1,0
29,13,6,2,1,0
30,13,6,2,1,0
31,13,6,2,1,0
28,14,6,2,1,0
29,14,6,2,1,0
30,14,6,2,1,0
31,14,6,2,1,0
30,15,6,2,1,0
31,15,6,2,1,0
28,14,7,2,1,0
29,14,7,2,1,0
30,14,7,2,1,0
31,14,7,2,1,0
30,15,7,2,1,0
31,15,7,2,1,0
24,12,6,3,1,0
25,12,6,3,1,0
26,12,6,3,1,0
27,12,6,3,1,0
28,12,6,3,1,0
29,12,6,3,1,0
30,12,6,3,1,0
31,12,6,3,1,0
26,13,6,3,1,0
27,13,6,3,1,0
28,13,6,3,1,0
29,13,6,3,1,0
30,13,6,3,1,0
31,13,6,3,1,0
28,14,6,3,1,0
29,14,6,3,1,0
30,14,6,3,1,0
31,14,6,3,1,0
30,15,6,3,1,0
31,15,6,3,1,0
28,14,7,3,1,0
29,14,7,3,1,0
30,14,7,3,1,0
31,14,7,3,1,0
30,15,7,3,1,0
31,15,7,3,1,0
